L,N,nmax,filling,U,W,dim,observable,entropy_mean,entropy_stderr,pr_normalized_mean,pr_normalized_stderr,onsite_pair_density_mean,onsite_pair_density_stderr,n_realizations
9,7,2,0.7777777777777778,3.0,9.0,2304,ln_pr_normalized,0.3695253349901271,0.0057307900949272045,0.010550455498641533,0.0006117184946048599,0.42815336810976323,0.00015962982761690467,300
9,7,2,0.7777777777777778,3.0,10.0,2304,ln_pr_normalized,0.3285834029411739,0.005911127747953726,0.008347706026307612,0.0007644738380036541,0.4267662647502933,0.0001736540050790263,300
9,7,2,0.7777777777777778,3.0,11.0,2304,ln_pr_normalized,0.30902754915522596,0.005492446521030183,0.0064395212518595325,0.00036782336188181854,0.42579743457639335,0.00017079640588255006,300
9,7,2,0.7777777777777778,3.0,12.0,2304,ln_pr_normalized,0.2685930417155633,0.005063021314499624,0.004609832515628686,0.0003024225654471367,0.42454903740236005,0.00014216472161482675,300
9,7,2,0.7777777777777778,3.0,13.0,2304,ln_pr_normalized,0.2521919644585106,0.0044284374780523515,0.0037325676309606466,0.00017101923861592946,0.4239158468808434,0.00013097926454192415,300
9,7,2,0.7777777777777778,3.0,14.0,2304,ln_pr_normalized,0.21995658083743208,0.004750725866799804,0.0030157774442778765,0.0001585023914092537,0.42330970755228,0.00015994390542961443,300
9,7,2,0.7777777777777778,3.0,15.0,2304,ln_pr_normalized,0.21737561438662178,0.004722379160969482,0.0029797215347387167,0.00016740408449392231,0.42240027023320664,0.00016021364714505576,300
9,7,2,0.7777777777777778,4.0,1.0,2304,ln_pr_normalized,0.7677493805752452,0.00033344753960896846,0.16576411366281,0.00042283908562546006,0.43938313467904666,3.4106459856693606e-05,300
9,7,2,0.7777777777777778,4.0,2.0,2304,ln_pr_normalized,0.7188175094324525,0.0013339982832254996,0.11515941755119267,0.001157491746151057,0.44202975764887326,4.29244849486839e-05,300
9,7,2,0.7777777777777778,4.0,3.0,2304,ln_pr_normalized,0.6637347736054541,0.0023065892384909726,0.07750911202209666,0.0013432166093014625,0.44280953493129666,4.057708538265624e-05,300
9,7,2,0.7777777777777778,4.0,4.0,2304,ln_pr_normalized,0.6013375101382427,0.0030969724767089648,0.04972470191506233,0.0012196465637787405,0.44181969383255326,8.576395750399483e-05,300
9,7,2,0.7777777777777778,4.0,5.0,2304,ln_pr_normalized,0.5502702455872815,0.0038680899511856956,0.0351642581575463,0.0011095975699654628,0.43990640417822996,0.00013852725585266734,300
9,7,2,0.7777777777777778,4.0,6.0,2304,ln_pr_normalized,0.4883836595553164,0.004042890411871194,0.0220832410865589,0.0007614114327348867,0.43735848283995665,0.00015821592827178525,300
9,7,2,0.7777777777777778,4.0,7.0,2304,ln_pr_normalized,0.4386967553227807,0.00438042591086292,0.015424706356241599,0.0005556067712746941,0.43520582254745666,0.00018202214414627098,300
9,7,2,0.7777777777777778,4.0,8.0,2304,ln_pr_normalized,0.3860593723445221,0.0045877546264033175,0.010568780432480598,0.0004597279127247722,0.43303811050735,0.00018723733570295796,300
9,7,2,0.7777777777777778,4.0,9.0,2304,ln_pr_normalized,0.34987170794664624,0.0046230210559278445,0.008153826326649334,0.0004139628361895866,0.43140066023235,0.00018722142523439062,300
9,7,2,0.7777777777777778,4.0,10.0,2304,ln_pr_normalized,0.31401488109705045,0.004759248597747185,0.006235297901323533,0.0003270056946245423,0.4300191936411833,0.00018409045249149182,300
9,7,2,0.7777777777777778,4.0,11.0,2304,ln_pr_normalized,0.2844359585552091,0.004758479062179937,0.004963944301269866,0.00025917844249558915,0.4284534178577733,0.00017507395981198568,300
9,7,2,0.7777777777777778,4.0,12.0,2304,ln_pr_normalized,0.2695113644768605,0.00463689864990229,0.0043440016041636,0.00020988175430353929,0.42752659131339993,0.00017391562490583836,300
9,7,2,0.7777777777777778,4.0,13.0,2304,ln_pr_normalized,0.242292017018356,0.004860796998363109,0.0036425229411888305,0.00019581738656275976,0.4265654608391434,0.00018198548095026723,300
9,7,2,0.7777777777777778,4.0,14.0,2304,ln_pr_normalized,0.22934208188887653,0.004201584172002727,0.0030612863033814435,0.0001285519658337308,0.42560962499722,0.00016463741422017094,300
9,7,2,0.7777777777777778,4.0,15.0,2304,ln_pr_normalized,0.2106791142405189,0.003871958747101842,0.0025724759666192866,9.939005189251182e-05,0.42474945797172997,0.0001593328663328334,300
9,7,2,0.7777777777777778,5.0,1.0,2304,ln_pr_normalized,0.749939759339758,0.00044236215016586235,0.14452148957630667,0.0004894820019905679,0.4402604931138967,1.4539427667382444e-05,300
