L,N,nmax,U,W,gamma,kappa,S2_model_over_lnD,data_entropy,data_lnPR_over_lnD_available
9,7,2,7.0,10.0,1.0,0.9377039677152389,0.9394531300818819,0.24280491444844163,True
9,7,2,8.0,10.0,1.0,1.2550426353916035,0.8933023349946462,0.2186335752381558,True
9,7,2,9.0,10.0,1.0,1.679659153939639,0.8194025095620793,0.19895460044901475,True
9,7,2,10.0,10.0,1.0,2.2152947817452517,0.7229332965003921,0.17926601845262669,True
9,7,2,1.0,11.0,1.0,-0.0,1.0,0.2967269779462657,True
9,7,2,2.0,11.0,1.0,0.07393698105537032,0.9996437354239864,0.2928297339312298,True
9,7,2,3.0,11.0,1.0,0.17184841118444724,0.9980500662865377,0.30902754915522596,True
9,7,2,4.0,11.0,1.0,0.28972049280640366,0.9943827532956523,0.2844359585552091,True
9,7,2,5.0,11.0,1.0,0.42885111903661766,0.9875353487211546,0.27607724425818075,True
9,7,2,6.0,11.0,1.0,0.5936814385849402,0.9758603025308118,0.2520880078291717,True
9,7,2,7.0,11.0,1.0,0.7921448409839361,0.9567681316829935,0.23490083381496618,True
9,7,2,8.0,11.0,1.0,1.0375666850388754,0.9260820525060052,0.21196477641838246,True
9,7,2,9.0,11.0,1.0,1.352483347848055,0.8772530174370455,0.1893902148864214,True
9,7,2,10.0,11.0,1.0,1.7715232813620665,0.802589679407206,0.1663526370407643,True
9,7,2,1.0,12.0,1.0,-0.0,1.0,0.272836045742226,True
9,7,2,2.0,12.0,1.0,0.06648566859047059,0.999712232650571,0.2772357521362134,True
9,7,2,3.0,12.0,1.0,0.15382756779621473,0.9984411328775007,0.2685930417155633,True
9,7,2,4.0,12.0,1.0,0.2578396309040376,0.9955660325313727,0.2695113644768605,True
9,7,2,5.0,12.0,1.0,0.37889523020564053,0.9903104739765298,0.25227702252539125,True
9,7,2,6.0,12.0,1.0,0.5197265364955773,0.9815754934846604,0.23667519796548675,True
9,7,2,7.0,12.0,1.0,0.6853080852082472,0.967715965524819,0.22027777332145262,True
9,7,2,8.0,12.0,1.0,0.8837298317142488,0.9461852690627274,0.1976282836829144,True
9,7,2,9.0,12.0,1.0,1.1282064697494065,0.9129874950552495,0.18634762452352768,True
9,7,2,10.0,12.0,1.0,1.440778324722137,0.86213962230174,0.172510675029948,True
9,7,2,1.0,13.0,1.0,-0.0,1.0,0.236413739424592,True
9,7,2,2.0,13.0,1.0,0.060366231796036375,0.9997629776470145,0.24544891193676652,True
9,7,2,3.0,13.0,1.0,0.1391481812929024,0.998726872212052,0.2521919644585106,True
