L,N,nmax,filling,W_over_t,realizations,U_points,U_scan_min_over_t,U_scan_max_over_t,U_M_star_over_t,U_M_same_samples_over_t,U_M_same_samples_ci95_low,U_M_same_samples_ci95_high,U_S_candidate_over_t,U_S_local_quadratic_over_t,U_S_smoothed_over_t,peak_estimator_disagreement_over_t,peak_estimators_agree,peak_smoothing_points_used,U_S_grid_max_over_t,U_S_star_over_t,U_S_ci95_low,U_S_ci95_high,bootstrap_valid_fraction,bootstrap_ci_width_over_t,grid_error_over_t,peak_resolved,peak_at_boundary,plateau_U_low_over_t,plateau_U_high_over_t,plateau_width_over_t,plateau_points,plateau_includes_U0,peak_height_delta_entropy_norm,peak_height_paired_sem,peak_significance_z,curvature,curvature_ci95_low,curvature_ci95_high,curvature_bootstrap_valid_fraction,R_required_for_3sigma,max_required_realizations,unresolved_reasons,delta_U_star_over_t,relative_peak_error,theory_ED_status
6,6,4,1.0,2.0,200,41,0.0,1.0,0.35992651408326426,0.37278226485687127,0.3548578048060174,0.39231317037179475,0.30347885108956185,0.2973684116201048,0.30347885108956185,0.006110439469457052,True,5,0.3,0.3033049542791022,0.249294372703562,0.34396871899175663,0.9215,0.09467434628819463,0.012500000000000011,True,False,0.25,0.325,0.07500000000000001,3,False,0.005847092450414348,0.0011997614122822107,4.8735460155297785,-0.35793004153082447,-0.8249484915643115,-0.14473274006563894,0.9215,75.78484437740639,500,,-0.05662155980416206,0.1573142227334311,inconsistent
6,6,4,1.0,2.1,200,41,0.0,1.0,0.3758530144219157,0.3892940886494899,0.37055182902608086,0.40989493208159045,0.293382013857647,0.29782355378010644,0.293382013857647,0.0044415399224594365,True,5,0.3,,0.20354278869760956,0.34656580674768633,0.8875,0.14302301805007678,0.012500000000000011,False,False,0.225,0.35,0.12499999999999997,6,False,0.006777468470933912,0.0013686453859634597,4.9519536181119,-0.2581590529903213,-0.8597631720393896,-0.12966176570285512,0.8875,73.40393949656152,500,wide_plateau,,,unresolved
6,6,4,1.0,2.2,200,41,0.0,1.0,0.3916000218458362,0.40580583297509587,0.38583435360884566,0.42739505017029666,0.27829230488462936,0.282729691710313,0.27829230488462936,0.00443738682568362,True,5,0.275,,0.21468666044298493,0.3929055407342847,0.86,0.17821888029129976,0.012500000000000011,False,False,0.225,0.4,0.17500000000000002,8,False,0.00585179201990018,0.001447146600741071,4.043676029023962,-0.32982519517503545,-0.9751727906278066,-0.14671885166378004,0.86,110.08288378543662,500,wide_plateau,,,unresolved
6,6,4,1.0,2.3,200,41,0.0,1.0,0.40717333431029173,0.4219516902163159,0.4010673996921217,0.44466519049728404,0.3006700616810275,0.2990700027604226,0.3006700616810275,0.0016000589206048854,True,5,0.3,,0.27373100890993857,0.3960081421532103,0.8885,0.12227713324327172,0.012500000000000011,False,False,0.275,0.4,0.125,4,False,0.00845049864315693,0.0017436092227256861,4.846555370902856,-0.7046348023662112,-1.396487750943896,-0.3640054742474511,0.8885,76.6312919375042,500,wide_plateau,,,unresolved
6,6,4,1.0,2.4,200,41,0.0,1.0,0.42257862033707405,0.43786244992395473,0.41593508748565633,0.46171466116116106,0.2914901295107555,0.29505976050033217,0.2914901295107555,0.0035696309895766887,True,5,0.3,,0.23606980363917118,0.407173684091349,0.856,0.17110388045217784,0.012500000000000011,False,False,0.225,0.4,0.17500000000000002,5,False,0.006915652996528798,0.0017836574385604982,3.877231606821364,-0.502284055586716,-1.2557563204936153,-0.25083353652993795,0.856,119.7371774308875,500,wide_plateau,,,unresolved
6,6,4,1.0,2.5,200,41,0.0,1.0,0.4378213223978653,0.4537238483075,0.4307305004012356,0.4787173537621404,0.30078678389306185,0.29890304792291383,0.30078678389306185,0.001883735970148015,True,5,0.3,0.30098489779018456,0.2609743013785948,0.41013061996021255,0.9425,0.14915631858161776,0.012500000000000011,True,False,0.3,0.3,0.0,1,False,0.007733519461107288,0.001987051878281459,3.8919564937558526,-0.7927100270970402,-1.4702097757301438,-0.28207185679958824,0.9425,118.83286048811034,500,,-0.13683642460768075,0.3125394255772042,inconsistent
6,6,5,1.0,0.1,200,41,0.0,1.0,0.017661925641808948,0.018221698928143744,0.017448065417948362,0.01902454500212749,0.3680251200319475,0.37087162133909357,0.3680251200319475,0.0028465013071460876,True,5,0.375,0.368102236827047,0.3635514557099001,0.3732690840343264,1.0,0.009717628324426297,0.012500000000000011,True,False,0.35,0.4,0.050000000000000044,3,False,0.037265632506121533,0.0006604499529418179,56.42461225128505,-0.5805248360934989,-0.8893869232235408,-0.47677439146666706,1.0,0.5653733567799247,500,,0.35044031118523805,19.841568710700656,inconsistent
6,6,5,1.0,0.2,200,41,0.0,1.0,0.03529201210609601,0.036474465716309426,0.03494344227503796,0.03810164426306716,0.33906508019288234,0.33851098807989916,0.33906508019288234,0.0005540921129831844,True,5,0.35,0.3390773949037711,0.3287255953494551,0.34571422796592166,1.0,0.016988632616466548,0.012500000000000011,True,False,0.35,0.35,0.0,1,False,0.02123529095637167,0.0007290562625954445,29.127094911404935,-0.538327669412919,-0.6515809856532379,-0.3161268305851221,1.0,2.1216716003271885,500,,0.3037853827976751,8.607766026046502,inconsistent
6,6,5,1.0,0.3,200,41,0.0,1.0,0.05285946556443854,0.054650417349486835,0.05236190442544218,0.057042276877086726,0.30050409914875126,0.30028800703690806,0.30050409914875126,0.00021609211184320243,True,5,0.3,0.30071327422321753,0.2892740327592006,0.31055210414649814,0.9995,0.021278071387297537,0.012500000000000011,True,False,0.3,0.3,0.0,1,False,0.013666752540713846,0.0006214411253135534,21.992031077470404,-0.4153738937025416,-0.5551892278191259,-0.2852911659713104,0.9995,3.7217039552889117,500,,0.24785380865877898,4.688920064025843,inconsistent
6,6,5,1.0,0.4,200,41,0.0,1.0,0.07033535636816213,0.07274260641080366,0.06967449204980153,0.07592686293581238,0.2944861446276029,0.2944812821276388,0.2944861446276029,4.862499964120026e-06,True,5,0.3,0.294485309702915,0.28421334467037784,0.3085492880462763,1.0,0.02433594337589845,0.012500000000000011,True,False,0.3,0.3,0.0,1,False,0.010678663118341803,0.000550391657616969,19.40193491408866,-0.3523479526101956,-0.513035920825895,-0.23595502266484503,1.0,4.781701024251932,500,,0.22414995333475285,3.1868744954026584,inconsistent
