L,N,nmax,W_over_t,U_over_t,quantity,k,mean,stderr,n_disorder
7,4,4,1.2,0.5,S2_k,-1,0.591253217962345,0.004455638320931083,100
7,4,4,1.2,0.5,S2_k,0,1.1791745021141145,0.0064854382668349765,100
7,4,4,1.2,0.5,S2_k,1,0.29379566969641874,0.006458188777777739,100
7,4,4,1.2,0.5,S2_k,2,0.14074331538706933,0.002535941922466687,100
7,4,4,1.2,0.5,S2_k,3,0.042738510537784935,0.001028525913140257,100
7,4,4,1.2,0.505,S2_k,-3,0.033759530732463586,0.001182159724206122,100
7,4,4,1.2,0.505,S2_k,-2,0.2432257229480597,0.003939893212607412,100
7,4,4,1.2,0.505,S2_k,-1,0.5900529744859858,0.004452328280130483,100
7,4,4,1.2,0.505,S2_k,0,1.1778181731064437,0.006534569633088215,100
7,4,4,1.2,0.505,S2_k,1,0.29176444460613893,0.006323110888533495,100
7,4,4,1.2,0.505,S2_k,2,0.13981485563319107,0.002551546438874946,100
7,4,4,1.2,0.505,S2_k,3,0.04261342841689793,0.0010180494938765538,100
7,4,4,1.2,0.51,S2_k,-3,0.03349966962514383,0.0011716538151904524,100
7,4,4,1.2,0.51,S2_k,-2,0.24353627380424295,0.00390036261941952,100
7,4,4,1.2,0.51,S2_k,-1,0.5897332283959953,0.004476334880625453,100
7,4,4,1.2,0.51,S2_k,0,1.1756011310355114,0.006401640780271505,100
7,4,4,1.2,0.51,S2_k,1,0.2890276057643598,0.006278580360544355,100
7,4,4,1.2,0.51,S2_k,2,0.13916482719034262,0.0025574818996712385,100
7,4,4,1.2,0.51,S2_k,3,0.042705580610587095,0.0010080522382909297,100
7,4,4,1.2,0.515,S2_k,-3,0.03381630555432146,0.0011147635617299412,100
7,4,4,1.2,0.515,S2_k,-2,0.2437743656738047,0.0038575488361605736,100
7,4,4,1.2,0.515,S2_k,-1,0.588853562223348,0.004505310111655605,100
7,4,4,1.2,0.515,S2_k,0,1.1727415221381476,0.006328552913403703,100
7,4,4,1.2,0.515,S2_k,1,0.28623444123504205,0.006176345183095873,100
7,4,4,1.2,0.515,S2_k,2,0.13832034381468364,0.0025444386269735278,100
7,4,4,1.2,0.515,S2_k,3,0.042671462415301946,0.0009904205205880047,100
7,4,4,1.2,0.52,S2_k,-3,0.03379984043082487,0.001077209695050501,100
7,4,4,1.2,0.52,S2_k,-2,0.24392892943360553,0.0038283104840005763,100
7,4,4,1.2,0.52,S2_k,-1,0.5874361627263105,0.004503313928782751,100
7,4,4,1.2,0.52,S2_k,0,1.1712353788629144,0.006338782718853205,100
7,4,4,1.2,0.52,S2_k,1,0.284323314313548,0.006007105427466348,100
7,4,4,1.2,0.52,S2_k,2,0.13766110487648953,0.002564591512395354,100
7,4,4,1.2,0.52,S2_k,3,0.04253403235037112,0.0009933951025773895,100
7,4,4,1.2,0.525,S2_k,-3,0.03376313289597688,0.0010740980599516544,100
7,4,4,1.2,0.525,S2_k,-2,0.2444209282965497,0.0037817871291170035,100
7,4,4,1.2,0.525,S2_k,-1,0.5865736124528439,0.004519710859268182,100
7,4,4,1.2,0.525,S2_k,0,1.169676260396328,0.006318906475293738,100
7,4,4,1.2,0.525,S2_k,1,0.2819311300202213,0.005955706156523279,100
7,4,4,1.2,0.525,S2_k,2,0.13694469091867795,0.002536896399554561,100
