L,N,nmax,W,U_max_used,s_infinity_estimate,D_full,D_hardcore,lnDhc_over_lnD,ratio_to_hardcore_bound
8,8,2,6.0,10.0,0.37495766148902704,1107,1,0.0,nan
8,8,2,7.0,10.0,0.34239806746372403,1107,1,0.0,nan
8,8,2,8.0,10.0,0.317398775041966,1107,1,0.0,nan
8,8,2,9.0,10.0,0.29836506134903895,1107,1,0.0,nan
8,8,2,10.0,10.0,0.283010702386694,1107,1,0.0,nan
8,8,2,11.0,10.0,0.274308793753559,1107,1,0.0,nan
8,8,2,12.0,10.0,0.265812773771102,1107,1,0.0,nan
8,8,2,13.0,10.0,0.25443967142893503,1107,1,0.0,nan
8,8,2,14.0,10.0,0.24656044694345403,1107,1,0.0,nan
8,8,2,15.0,10.0,0.241681562452669,1107,1,0.0,nan
8,8,3,0.1,10.0,0.630251622706792,3823,1,0.0,nan
8,8,3,0.25,10.0,0.618287187304518,3823,1,0.0,nan
8,8,3,0.5,10.0,0.602087644979092,3823,1,0.0,nan
8,8,3,0.75,10.0,0.5817003866506021,3823,1,0.0,nan
8,8,3,1.0,10.0,0.5567387957790066,3823,1,0.0,nan
8,8,3,2.0,10.0,0.45841938697639006,3823,1,0.0,nan
8,8,3,3.0,10.0,0.3810870145089533,3823,1,0.0,nan
8,8,3,4.0,10.0,0.32264786851632,3823,1,0.0,nan
8,8,3,5.0,10.0,0.28533738936475667,3823,1,0.0,nan
8,8,3,6.0,10.0,0.25065954019187,3823,1,0.0,nan
8,8,3,7.0,10.0,0.23496780349074664,3823,1,0.0,nan
8,8,3,8.0,10.0,0.21707688052942664,3823,1,0.0,nan
8,8,3,9.0,10.0,0.2065795706207167,3823,1,0.0,nan
8,8,3,10.0,10.0,0.20108074991787,3823,1,0.0,nan
8,8,3,11.0,10.0,0.19494330582121333,3823,1,0.0,nan
8,8,3,12.0,10.0,0.19039683063961,3823,1,0.0,nan
8,8,3,13.0,10.0,0.18798379752000666,3823,1,0.0,nan
8,8,3,14.0,10.0,0.18587721292092335,3823,1,0.0,nan
8,8,3,15.0,10.0,0.18125973602785667,3823,1,0.0,nan
8,8,4,0.1,10.0,0.5261636167948011,5475,1,0.0,nan
8,8,4,0.25,10.0,0.5125222225158141,5475,1,0.0,nan
8,8,4,0.5,10.0,0.495544475066666,5475,1,0.0,nan
8,8,4,0.75,10.0,0.474808610949803,5475,1,0.0,nan
8,8,4,1.0,10.0,0.45385539831749655,5475,1,0.0,nan
8,8,4,2.0,10.0,0.36965388813694,5475,1,0.0,nan
8,8,4,3.0,10.0,0.29846559580760335,5475,1,0.0,nan
8,8,4,4.0,10.0,0.25588930317518666,5475,1,0.0,nan
8,8,4,5.0,10.0,0.22662104059888,5475,1,0.0,nan
8,8,4,6.0,10.0,0.20421385974643336,5475,1,0.0,nan
8,8,4,7.0,10.0,0.18695950883625667,5475,1,0.0,nan
8,8,4,8.0,10.0,0.17497692947851667,5475,1,0.0,nan
8,8,4,9.0,10.0,0.16935075933386,5475,1,0.0,nan
8,8,4,10.0,10.0,0.16219967257156,5475,1,0.0,nan
8,8,4,11.0,10.0,0.16302233305607,5475,1,0.0,nan
8,8,4,12.0,10.0,0.15624584407756167,5475,1,0.0,nan
8,8,4,13.0,10.0,0.15645174451187,5475,1,0.0,nan
8,8,4,14.0,10.0,0.15143639435674566,5475,1,0.0,nan
8,8,4,15.0,10.0,0.14904841703372665,5475,1,0.0,nan
