L,N,nmax,W_over_t,U_over_t,bin_left,bin_right,count,probability
7,7,7,2.1,0.375,1.0259797429846147,1.1114780548999992,517,0.1034
7,7,7,2.1,0.375,1.1114780548999992,1.1969763668153837,604,0.1208
7,7,7,2.1,0.375,1.1969763668153837,1.2824746787307684,817,0.1634
7,7,7,2.1,0.375,1.2824746787307684,1.3679729906461529,761,0.1522
7,7,7,2.1,0.375,1.3679729906461529,1.4534713025615373,598,0.1196
7,7,7,2.1,0.375,1.4534713025615373,1.538969614476922,594,0.1188
7,7,7,2.1,0.375,1.538969614476922,1.6244679263923065,357,0.0714
7,7,7,2.1,0.375,1.6244679263923065,1.709966238307691,187,0.0374
7,7,7,2.1,0.375,1.709966238307691,1.7954645502230757,73,0.0146
7,7,7,2.1,0.375,1.7954645502230757,1.8809628621384602,19,0.0038
7,7,7,2.1,0.375,1.8809628621384602,1.9664611740538447,5,0.001
7,7,7,2.1,0.375,1.9664611740538447,2.0519594859692294,0,0.0
7,7,7,2.1,0.375,2.0519594859692294,2.137457797884614,0,0.0
7,7,7,2.1,0.375,2.137457797884614,2.2229561097999984,0,0.0
7,7,7,2.1,0.375,2.2229561097999984,2.308454421715383,0,0.0
7,7,7,2.1,0.375,2.308454421715383,2.3939527336307673,0,0.0
7,7,7,2.1,0.375,2.3939527336307673,2.4794510455461523,0,0.0
7,7,7,2.1,0.375,2.4794510455461523,2.5649493574615367,0,0.0
7,7,7,2.1,0.38,0.0,0.08549831191538455,0,0.0
7,7,7,2.1,0.38,0.08549831191538455,0.1709966238307691,0,0.0
7,7,7,2.1,0.38,0.1709966238307691,0.2564949357461537,0,0.0
7,7,7,2.1,0.38,0.2564949357461537,0.3419932476615382,0,0.0
7,7,7,2.1,0.38,0.3419932476615382,0.42749155957692275,3,0.0006
7,7,7,2.1,0.38,0.42749155957692275,0.5129898714923073,6,0.0012
7,7,7,2.1,0.38,0.5129898714923073,0.5984881834076918,0,0.0
7,7,7,2.1,0.38,0.5984881834076918,0.6839864953230764,6,0.0012
7,7,7,2.1,0.38,0.6839864953230764,0.769484807238461,18,0.0036
7,7,7,2.1,0.38,0.769484807238461,0.8549831191538455,46,0.0092
7,7,7,2.1,0.38,0.8549831191538455,0.9404814310692301,103,0.0206
7,7,7,2.1,0.38,0.9404814310692301,1.0259797429846147,300,0.06
7,7,7,2.1,0.38,1.0259797429846147,1.1114780548999992,526,0.1052
7,7,7,2.1,0.38,1.1114780548999992,1.1969763668153837,607,0.1214
7,7,7,2.1,0.38,1.1969763668153837,1.2824746787307684,814,0.1628
7,7,7,2.1,0.38,1.2824746787307684,1.3679729906461529,748,0.1496
7,7,7,2.1,0.38,1.3679729906461529,1.4534713025615373,587,0.1174
7,7,7,2.1,0.38,1.4534713025615373,1.538969614476922,588,0.1176
7,7,7,2.1,0.38,1.538969614476922,1.6244679263923065,363,0.0726
7,7,7,2.1,0.38,1.6244679263923065,1.709966238307691,182,0.0364
7,7,7,2.1,0.38,1.709966238307691,1.7954645502230757,78,0.0156
7,7,7,2.1,0.38,1.7954645502230757,1.8809628621384602,19,0.0038
7,7,7,2.1,0.38,1.8809628621384602,1.9664611740538447,6,0.0012
7,7,7,2.1,0.38,1.9664611740538447,2.0519594859692294,0,0.0
7,7,7,2.1,0.38,2.0519594859692294,2.137457797884614,0,0.0
7,7,7,2.1,0.38,2.137457797884614,2.2229561097999984,0,0.0
7,7,7,2.1,0.38,2.2229561097999984,2.308454421715383,0,0.0
7,7,7,2.1,0.38,2.308454421715383,2.3939527336307673,0,0.0
7,7,7,2.1,0.38,2.3939527336307673,2.4794510455461523,0,0.0
7,7,7,2.1,0.38,2.4794510455461523,2.5649493574615367,0,0.0
7,7,7,2.1,0.385,0.0,0.08549831191538455,0,0.0
7,7,7,2.1,0.385,0.08549831191538455,0.1709966238307691,0,0.0
7,7,7,2.1,0.385,0.1709966238307691,0.2564949357461537,0,0.0
7,7,7,2.1,0.385,0.2564949357461537,0.3419932476615382,0,0.0
7,7,7,2.1,0.385,0.3419932476615382,0.42749155957692275,2,0.0004
7,7,7,2.1,0.385,0.42749155957692275,0.5129898714923073,7,0.0014
7,7,7,2.1,0.385,0.5129898714923073,0.5984881834076918,1,0.0002
7,7,7,2.1,0.385,0.5984881834076918,0.6839864953230764,5,0.001
7,7,7,2.1,0.385,0.6839864953230764,0.769484807238461,18,0.0036
7,7,7,2.1,0.385,0.769484807238461,0.8549831191538455,44,0.0088
7,7,7,2.1,0.385,0.8549831191538455,0.9404814310692301,109,0.0218
7,7,7,2.1,0.385,0.9404814310692301,1.0259797429846147,314,0.0628
7,7,7,2.1,0.385,1.0259797429846147,1.1114780548999992,543,0.1086
7,7,7,2.1,0.385,1.1114780548999992,1.1969763668153837,606,0.1212
7,7,7,2.1,0.385,1.1969763668153837,1.2824746787307684,801,0.1602
7,7,7,2.1,0.385,1.2824746787307684,1.3679729906461529,737,0.1474
7,7,7,2.1,0.385,1.3679729906461529,1.4534713025615373,581,0.1162
7,7,7,2.1,0.385,1.4534713025615373,1.538969614476922,578,0.1156
7,7,7,2.1,0.385,1.538969614476922,1.6244679263923065,365,0.073
7,7,7,2.1,0.385,1.6244679263923065,1.709966238307691,184,0.0368
7,7,7,2.1,0.385,1.709966238307691,1.7954645502230757,78,0.0156
7,7,7,2.1,0.385,1.7954645502230757,1.8809628621384602,21,0.0042
7,7,7,2.1,0.385,1.8809628621384602,1.9664611740538447,6,0.0012
7,7,7,2.1,0.385,1.9664611740538447,2.0519594859692294,0,0.0
7,7,7,2.1,0.385,2.0519594859692294,2.137457797884614,0,0.0
7,7,7,2.1,0.385,2.137457797884614,2.2229561097999984,0,0.0
7,7,7,2.1,0.385,2.2229561097999984,2.308454421715383,0,0.0
7,7,7,2.1,0.385,2.308454421715383,2.3939527336307673,0,0.0
7,7,7,2.1,0.385,2.3939527336307673,2.4794510455461523,0,0.0
7,7,7,2.1,0.385,2.4794510455461523,2.5649493574615367,0,0.0
7,7,7,2.1,0.39,0.0,0.08549831191538455,0,0.0
7,7,7,2.1,0.39,0.08549831191538455,0.1709966238307691,0,0.0
7,7,7,2.1,0.39,0.1709966238307691,0.2564949357461537,0,0.0
7,7,7,2.1,0.39,0.2564949357461537,0.3419932476615382,0,0.0
7,7,7,2.1,0.39,0.3419932476615382,0.42749155957692275,3,0.0006
7,7,7,2.1,0.39,0.42749155957692275,0.5129898714923073,6,0.0012
7,7,7,2.1,0.39,0.5129898714923073,0.5984881834076918,1,0.0002
7,7,7,2.1,0.39,0.5984881834076918,0.6839864953230764,5,0.001
7,7,7,2.1,0.39,0.6839864953230764,0.769484807238461,21,0.0042
7,7,7,2.1,0.39,0.769484807238461,0.8549831191538455,48,0.0096
7,7,7,2.1,0.39,0.8549831191538455,0.9404814310692301,119,0.0238
7,7,7,2.1,0.39,0.9404814310692301,1.0259797429846147,322,0.0644
7,7,7,2.1,0.39,1.0259797429846147,1.1114780548999992,538,0.1076
7,7,7,2.1,0.39,1.1114780548999992,1.1969763668153837,610,0.122
7,7,7,2.1,0.39,1.1969763668153837,1.2824746787307684,800,0.16
7,7,7,2.1,0.39,1.2824746787307684,1.3679729906461529,702,0.1404
7,7,7,2.1,0.39,1.3679729906461529,1.4534713025615373,595,0.119
7,7,7,2.1,0.39,1.4534713025615373,1.538969614476922,574,0.1148
7,7,7,2.1,0.39,1.538969614476922,1.6244679263923065,360,0.072
7,7,7,2.1,0.39,1.6244679263923065,1.709966238307691,190,0.038
7,7,7,2.1,0.39,1.709966238307691,1.7954645502230757,80,0.016
7,7,7,2.1,0.39,1.7954645502230757,1.8809628621384602,20,0.004
7,7,7,2.1,0.39,1.8809628621384602,1.9664611740538447,6,0.0012
7,7,7,2.1,0.39,1.9664611740538447,2.0519594859692294,0,0.0
7,7,7,2.1,0.39,2.0519594859692294,2.137457797884614,0,0.0
7,7,7,2.1,0.39,2.137457797884614,2.2229561097999984,0,0.0
7,7,7,2.1,0.39,2.2229561097999984,2.308454421715383,0,0.0
7,7,7,2.1,0.39,2.308454421715383,2.3939527336307673,0,0.0
7,7,7,2.1,0.39,2.3939527336307673,2.4794510455461523,0,0.0
7,7,7,2.1,0.39,2.4794510455461523,2.5649493574615367,0,0.0
7,7,7,2.1,0.395,0.0,0.08549831191538455,0,0.0
7,7,7,2.1,0.395,0.08549831191538455,0.1709966238307691,0,0.0
7,7,7,2.1,0.395,0.1709966238307691,0.2564949357461537,0,0.0
7,7,7,2.1,0.395,0.2564949357461537,0.3419932476615382,0,0.0
7,7,7,2.1,0.395,0.3419932476615382,0.42749155957692275,4,0.0008
7,7,7,2.1,0.395,0.42749155957692275,0.5129898714923073,6,0.0012
7,7,7,2.1,0.395,0.5129898714923073,0.5984881834076918,2,0.0004
7,7,7,2.1,0.395,0.5984881834076918,0.6839864953230764,5,0.001
